,
,
,
,
,
,
,
,
,
S&P 500 Index,"2,779.03",2018-06-09 15:40:35.662095
NASDAQ Composite Index,"2,779.03",2018-06-09 15:40:35.662095
FTSE 100 Index,"2,779.03",2018-06-09 15:40:35.662095
